annots,mix,music,sfx,speech
D:\dnr\tr\62363\annots.csv,D:\dnr\tr\62363\mix.wav,D:\dnr\tr\62363\music.wav,D:\dnr\tr\62363\sfx.wav,D:\dnr\tr\62363\speech.wav
D:\dnr\tr\62365\annots.csv,D:\dnr\tr\62365\mix.wav,D:\dnr\tr\62365\music.wav,D:\dnr\tr\62365\sfx.wav,D:\dnr\tr\62365\speech.wav
D:\dnr\tr\6238\annots.csv,D:\dnr\tr\6238\mix.wav,D:\dnr\tr\6238\music.wav,D:\dnr\tr\6238\sfx.wav,D:\dnr\tr\6238\speech.wav
D:\dnr\tr\62380\annots.csv,D:\dnr\tr\62380\mix.wav,D:\dnr\tr\62380\music.wav,D:\dnr\tr\62380\sfx.wav,D:\dnr\tr\62380\speech.wav
D:\dnr\tr\62397\annots.csv,D:\dnr\tr\62397\mix.wav,D:\dnr\tr\62397\music.wav,D:\dnr\tr\62397\sfx.wav,D:\dnr\tr\62397\speech.wav
D:\dnr\tr\62456\annots.csv,D:\dnr\tr\62456\mix.wav,D:\dnr\tr\62456\music.wav,D:\dnr\tr\62456\sfx.wav,D:\dnr\tr\62456\speech.wav
D:\dnr\tr\62486\annots.csv,D:\dnr\tr\62486\mix.wav,D:\dnr\tr\62486\music.wav,D:\dnr\tr\62486\sfx.wav,D:\dnr\tr\62486\speech.wav
D:\dnr\tr\62538\annots.csv,D:\dnr\tr\62538\mix.wav,D:\dnr\tr\62538\music.wav,D:\dnr\tr\62538\sfx.wav,D:\dnr\tr\62538\speech.wav
D:\dnr\tr\62542\annots.csv,D:\dnr\tr\62542\mix.wav,D:\dnr\tr\62542\music.wav,D:\dnr\tr\62542\sfx.wav,D:\dnr\tr\62542\speech.wav
D:\dnr\tr\62543\annots.csv,D:\dnr\tr\62543\mix.wav,D:\dnr\tr\62543\music.wav,D:\dnr\tr\62543\sfx.wav,D:\dnr\tr\62543\speech.wav
D:\dnr\tr\62609\annots.csv,D:\dnr\tr\62609\mix.wav,D:\dnr\tr\62609\music.wav,D:\dnr\tr\62609\sfx.wav,D:\dnr\tr\62609\speech.wav
D:\dnr\tr\62620\annots.csv,D:\dnr\tr\62620\mix.wav,D:\dnr\tr\62620\music.wav,D:\dnr\tr\62620\sfx.wav,D:\dnr\tr\62620\speech.wav
D:\dnr\tr\62651\annots.csv,D:\dnr\tr\62651\mix.wav,D:\dnr\tr\62651\music.wav,D:\dnr\tr\62651\sfx.wav,D:\dnr\tr\62651\speech.wav
D:\dnr\tr\62670\annots.csv,D:\dnr\tr\62670\mix.wav,D:\dnr\tr\62670\music.wav,D:\dnr\tr\62670\sfx.wav,D:\dnr\tr\62670\speech.wav
D:\dnr\tr\6276\annots.csv,D:\dnr\tr\6276\mix.wav,D:\dnr\tr\6276\music.wav,D:\dnr\tr\6276\sfx.wav,D:\dnr\tr\6276\speech.wav
D:\dnr\tr\62826\annots.csv,D:\dnr\tr\62826\mix.wav,D:\dnr\tr\62826\music.wav,D:\dnr\tr\62826\sfx.wav,D:\dnr\tr\62826\speech.wav
D:\dnr\tr\6284\annots.csv,D:\dnr\tr\6284\mix.wav,D:\dnr\tr\6284\music.wav,D:\dnr\tr\6284\sfx.wav,D:\dnr\tr\6284\speech.wav
D:\dnr\tr\62861\annots.csv,D:\dnr\tr\62861\mix.wav,D:\dnr\tr\62861\music.wav,D:\dnr\tr\62861\sfx.wav,D:\dnr\tr\62861\speech.wav
D:\dnr\tr\62885\annots.csv,D:\dnr\tr\62885\mix.wav,D:\dnr\tr\62885\music.wav,D:\dnr\tr\62885\sfx.wav,D:\dnr\tr\62885\speech.wav
D:\dnr\tr\62919\annots.csv,D:\dnr\tr\62919\mix.wav,D:\dnr\tr\62919\music.wav,D:\dnr\tr\62919\sfx.wav,D:\dnr\tr\62919\speech.wav
D:\dnr\tr\6294\annots.csv,D:\dnr\tr\6294\mix.wav,D:\dnr\tr\6294\music.wav,D:\dnr\tr\6294\sfx.wav,D:\dnr\tr\6294\speech.wav
D:\dnr\tr\62941\annots.csv,D:\dnr\tr\62941\mix.wav,D:\dnr\tr\62941\music.wav,D:\dnr\tr\62941\sfx.wav,D:\dnr\tr\62941\speech.wav
D:\dnr\tr\62951\annots.csv,D:\dnr\tr\62951\mix.wav,D:\dnr\tr\62951\music.wav,D:\dnr\tr\62951\sfx.wav,D:\dnr\tr\62951\speech.wav
D:\dnr\tr\62963\annots.csv,D:\dnr\tr\62963\mix.wav,D:\dnr\tr\62963\music.wav,D:\dnr\tr\62963\sfx.wav,D:\dnr\tr\62963\speech.wav
D:\dnr\tr\63017\annots.csv,D:\dnr\tr\63017\mix.wav,D:\dnr\tr\63017\music.wav,D:\dnr\tr\63017\sfx.wav,D:\dnr\tr\63017\speech.wav
D:\dnr\tr\63107\annots.csv,D:\dnr\tr\63107\mix.wav,D:\dnr\tr\63107\music.wav,D:\dnr\tr\63107\sfx.wav,D:\dnr\tr\63107\speech.wav
D:\dnr\tr\63132\annots.csv,D:\dnr\tr\63132\mix.wav,D:\dnr\tr\63132\music.wav,D:\dnr\tr\63132\sfx.wav,D:\dnr\tr\63132\speech.wav
D:\dnr\tr\63147\annots.csv,D:\dnr\tr\63147\mix.wav,D:\dnr\tr\63147\music.wav,D:\dnr\tr\63147\sfx.wav,D:\dnr\tr\63147\speech.wav
D:\dnr\tr\63307\annots.csv,D:\dnr\tr\63307\mix.wav,D:\dnr\tr\63307\music.wav,D:\dnr\tr\63307\sfx.wav,D:\dnr\tr\63307\speech.wav
D:\dnr\tr\6331\annots.csv,D:\dnr\tr\6331\mix.wav,D:\dnr\tr\6331\music.wav,D:\dnr\tr\6331\sfx.wav,D:\dnr\tr\6331\speech.wav
D:\dnr\tr\63389\annots.csv,D:\dnr\tr\63389\mix.wav,D:\dnr\tr\63389\music.wav,D:\dnr\tr\63389\sfx.wav,D:\dnr\tr\63389\speech.wav
D:\dnr\tr\63406\annots.csv,D:\dnr\tr\63406\mix.wav,D:\dnr\tr\63406\music.wav,D:\dnr\tr\63406\sfx.wav,D:\dnr\tr\63406\speech.wav
D:\dnr\tr\63430\annots.csv,D:\dnr\tr\63430\mix.wav,D:\dnr\tr\63430\music.wav,D:\dnr\tr\63430\sfx.wav,D:\dnr\tr\63430\speech.wav
D:\dnr\tr\63452\annots.csv,D:\dnr\tr\63452\mix.wav,D:\dnr\tr\63452\music.wav,D:\dnr\tr\63452\sfx.wav,D:\dnr\tr\63452\speech.wav
D:\dnr\tr\63456\annots.csv,D:\dnr\tr\63456\mix.wav,D:\dnr\tr\63456\music.wav,D:\dnr\tr\63456\sfx.wav,D:\dnr\tr\63456\speech.wav
D:\dnr\tr\63482\annots.csv,D:\dnr\tr\63482\mix.wav,D:\dnr\tr\63482\music.wav,D:\dnr\tr\63482\sfx.wav,D:\dnr\tr\63482\speech.wav
D:\dnr\tr\63492\annots.csv,D:\dnr\tr\63492\mix.wav,D:\dnr\tr\63492\music.wav,D:\dnr\tr\63492\sfx.wav,D:\dnr\tr\63492\speech.wav
D:\dnr\tr\63556\annots.csv,D:\dnr\tr\63556\mix.wav,D:\dnr\tr\63556\music.wav,D:\dnr\tr\63556\sfx.wav,D:\dnr\tr\63556\speech.wav
D:\dnr\tr\6357\annots.csv,D:\dnr\tr\6357\mix.wav,D:\dnr\tr\6357\music.wav,D:\dnr\tr\6357\sfx.wav,D:\dnr\tr\6357\speech.wav
D:\dnr\tr\6359\annots.csv,D:\dnr\tr\6359\mix.wav,D:\dnr\tr\6359\music.wav,D:\dnr\tr\6359\sfx.wav,D:\dnr\tr\6359\speech.wav
D:\dnr\tr\63601\annots.csv,D:\dnr\tr\63601\mix.wav,D:\dnr\tr\63601\music.wav,D:\dnr\tr\63601\sfx.wav,D:\dnr\tr\63601\speech.wav
D:\dnr\tr\63722\annots.csv,D:\dnr\tr\63722\mix.wav,D:\dnr\tr\63722\music.wav,D:\dnr\tr\63722\sfx.wav,D:\dnr\tr\63722\speech.wav
D:\dnr\tr\63759\annots.csv,D:\dnr\tr\63759\mix.wav,D:\dnr\tr\63759\music.wav,D:\dnr\tr\63759\sfx.wav,D:\dnr\tr\63759\speech.wav
D:\dnr\tr\63839\annots.csv,D:\dnr\tr\63839\mix.wav,D:\dnr\tr\63839\music.wav,D:\dnr\tr\63839\sfx.wav,D:\dnr\tr\63839\speech.wav
D:\dnr\tr\63858\annots.csv,D:\dnr\tr\63858\mix.wav,D:\dnr\tr\63858\music.wav,D:\dnr\tr\63858\sfx.wav,D:\dnr\tr\63858\speech.wav
D:\dnr\tr\63875\annots.csv,D:\dnr\tr\63875\mix.wav,D:\dnr\tr\63875\music.wav,D:\dnr\tr\63875\sfx.wav,D:\dnr\tr\63875\speech.wav
D:\dnr\tr\63890\annots.csv,D:\dnr\tr\63890\mix.wav,D:\dnr\tr\63890\music.wav,D:\dnr\tr\63890\sfx.wav,D:\dnr\tr\63890\speech.wav
D:\dnr\tr\63891\annots.csv,D:\dnr\tr\63891\mix.wav,D:\dnr\tr\63891\music.wav,D:\dnr\tr\63891\sfx.wav,D:\dnr\tr\63891\speech.wav
D:\dnr\tr\63917\annots.csv,D:\dnr\tr\63917\mix.wav,D:\dnr\tr\63917\music.wav,D:\dnr\tr\63917\sfx.wav,D:\dnr\tr\63917\speech.wav
D:\dnr\tr\63951\annots.csv,D:\dnr\tr\63951\mix.wav,D:\dnr\tr\63951\music.wav,D:\dnr\tr\63951\sfx.wav,D:\dnr\tr\63951\speech.wav
D:\dnr\tr\63984\annots.csv,D:\dnr\tr\63984\mix.wav,D:\dnr\tr\63984\music.wav,D:\dnr\tr\63984\sfx.wav,D:\dnr\tr\63984\speech.wav
D:\dnr\tr\63986\annots.csv,D:\dnr\tr\63986\mix.wav,D:\dnr\tr\63986\music.wav,D:\dnr\tr\63986\sfx.wav,D:\dnr\tr\63986\speech.wav
D:\dnr\tr\640\annots.csv,D:\dnr\tr\640\mix.wav,D:\dnr\tr\640\music.wav,D:\dnr\tr\640\sfx.wav,D:\dnr\tr\640\speech.wav
D:\dnr\tr\6400\annots.csv,D:\dnr\tr\6400\mix.wav,D:\dnr\tr\6400\music.wav,D:\dnr\tr\6400\sfx.wav,D:\dnr\tr\6400\speech.wav
D:\dnr\tr\64027\annots.csv,D:\dnr\tr\64027\mix.wav,D:\dnr\tr\64027\music.wav,D:\dnr\tr\64027\sfx.wav,D:\dnr\tr\64027\speech.wav
D:\dnr\tr\64093\annots.csv,D:\dnr\tr\64093\mix.wav,D:\dnr\tr\64093\music.wav,D:\dnr\tr\64093\sfx.wav,D:\dnr\tr\64093\speech.wav
D:\dnr\tr\64120\annots.csv,D:\dnr\tr\64120\mix.wav,D:\dnr\tr\64120\music.wav,D:\dnr\tr\64120\sfx.wav,D:\dnr\tr\64120\speech.wav
D:\dnr\tr\64173\annots.csv,D:\dnr\tr\64173\mix.wav,D:\dnr\tr\64173\music.wav,D:\dnr\tr\64173\sfx.wav,D:\dnr\tr\64173\speech.wav
D:\dnr\tr\6419\annots.csv,D:\dnr\tr\6419\mix.wav,D:\dnr\tr\6419\music.wav,D:\dnr\tr\6419\sfx.wav,D:\dnr\tr\6419\speech.wav
D:\dnr\tr\64193\annots.csv,D:\dnr\tr\64193\mix.wav,D:\dnr\tr\64193\music.wav,D:\dnr\tr\64193\sfx.wav,D:\dnr\tr\64193\speech.wav
D:\dnr\tr\64207\annots.csv,D:\dnr\tr\64207\mix.wav,D:\dnr\tr\64207\music.wav,D:\dnr\tr\64207\sfx.wav,D:\dnr\tr\64207\speech.wav
D:\dnr\tr\64225\annots.csv,D:\dnr\tr\64225\mix.wav,D:\dnr\tr\64225\music.wav,D:\dnr\tr\64225\sfx.wav,D:\dnr\tr\64225\speech.wav
D:\dnr\tr\6425\annots.csv,D:\dnr\tr\6425\mix.wav,D:\dnr\tr\6425\music.wav,D:\dnr\tr\6425\sfx.wav,D:\dnr\tr\6425\speech.wav
D:\dnr\tr\64282\annots.csv,D:\dnr\tr\64282\mix.wav,D:\dnr\tr\64282\music.wav,D:\dnr\tr\64282\sfx.wav,D:\dnr\tr\64282\speech.wav
D:\dnr\tr\64326\annots.csv,D:\dnr\tr\64326\mix.wav,D:\dnr\tr\64326\music.wav,D:\dnr\tr\64326\sfx.wav,D:\dnr\tr\64326\speech.wav
D:\dnr\tr\6433\annots.csv,D:\dnr\tr\6433\mix.wav,D:\dnr\tr\6433\music.wav,D:\dnr\tr\6433\sfx.wav,D:\dnr\tr\6433\speech.wav
D:\dnr\tr\64340\annots.csv,D:\dnr\tr\64340\mix.wav,D:\dnr\tr\64340\music.wav,D:\dnr\tr\64340\sfx.wav,D:\dnr\tr\64340\speech.wav
D:\dnr\tr\64371\annots.csv,D:\dnr\tr\64371\mix.wav,D:\dnr\tr\64371\music.wav,D:\dnr\tr\64371\sfx.wav,D:\dnr\tr\64371\speech.wav
D:\dnr\tr\64400\annots.csv,D:\dnr\tr\64400\mix.wav,D:\dnr\tr\64400\music.wav,D:\dnr\tr\64400\sfx.wav,D:\dnr\tr\64400\speech.wav
D:\dnr\tr\64497\annots.csv,D:\dnr\tr\64497\mix.wav,D:\dnr\tr\64497\music.wav,D:\dnr\tr\64497\sfx.wav,D:\dnr\tr\64497\speech.wav
D:\dnr\tr\64539\annots.csv,D:\dnr\tr\64539\mix.wav,D:\dnr\tr\64539\music.wav,D:\dnr\tr\64539\sfx.wav,D:\dnr\tr\64539\speech.wav
D:\dnr\tr\64567\annots.csv,D:\dnr\tr\64567\mix.wav,D:\dnr\tr\64567\music.wav,D:\dnr\tr\64567\sfx.wav,D:\dnr\tr\64567\speech.wav
D:\dnr\tr\64587\annots.csv,D:\dnr\tr\64587\mix.wav,D:\dnr\tr\64587\music.wav,D:\dnr\tr\64587\sfx.wav,D:\dnr\tr\64587\speech.wav
D:\dnr\tr\64631\annots.csv,D:\dnr\tr\64631\mix.wav,D:\dnr\tr\64631\music.wav,D:\dnr\tr\64631\sfx.wav,D:\dnr\tr\64631\speech.wav
D:\dnr\tr\64641\annots.csv,D:\dnr\tr\64641\mix.wav,D:\dnr\tr\64641\music.wav,D:\dnr\tr\64641\sfx.wav,D:\dnr\tr\64641\speech.wav
D:\dnr\tr\6466\annots.csv,D:\dnr\tr\6466\mix.wav,D:\dnr\tr\6466\music.wav,D:\dnr\tr\6466\sfx.wav,D:\dnr\tr\6466\speech.wav
D:\dnr\tr\64661\annots.csv,D:\dnr\tr\64661\mix.wav,D:\dnr\tr\64661\music.wav,D:\dnr\tr\64661\sfx.wav,D:\dnr\tr\64661\speech.wav
D:\dnr\tr\64662\annots.csv,D:\dnr\tr\64662\mix.wav,D:\dnr\tr\64662\music.wav,D:\dnr\tr\64662\sfx.wav,D:\dnr\tr\64662\speech.wav
D:\dnr\tr\64671\annots.csv,D:\dnr\tr\64671\mix.wav,D:\dnr\tr\64671\music.wav,D:\dnr\tr\64671\sfx.wav,D:\dnr\tr\64671\speech.wav
D:\dnr\tr\64676\annots.csv,D:\dnr\tr\64676\mix.wav,D:\dnr\tr\64676\music.wav,D:\dnr\tr\64676\sfx.wav,D:\dnr\tr\64676\speech.wav
D:\dnr\tr\64678\annots.csv,D:\dnr\tr\64678\mix.wav,D:\dnr\tr\64678\music.wav,D:\dnr\tr\64678\sfx.wav,D:\dnr\tr\64678\speech.wav
D:\dnr\tr\64679\annots.csv,D:\dnr\tr\64679\mix.wav,D:\dnr\tr\64679\music.wav,D:\dnr\tr\64679\sfx.wav,D:\dnr\tr\64679\speech.wav
D:\dnr\tr\64731\annots.csv,D:\dnr\tr\64731\mix.wav,D:\dnr\tr\64731\music.wav,D:\dnr\tr\64731\sfx.wav,D:\dnr\tr\64731\speech.wav
D:\dnr\tr\64735\annots.csv,D:\dnr\tr\64735\mix.wav,D:\dnr\tr\64735\music.wav,D:\dnr\tr\64735\sfx.wav,D:\dnr\tr\64735\speech.wav
D:\dnr\tr\64758\annots.csv,D:\dnr\tr\64758\mix.wav,D:\dnr\tr\64758\music.wav,D:\dnr\tr\64758\sfx.wav,D:\dnr\tr\64758\speech.wav
D:\dnr\tr\64816\annots.csv,D:\dnr\tr\64816\mix.wav,D:\dnr\tr\64816\music.wav,D:\dnr\tr\64816\sfx.wav,D:\dnr\tr\64816\speech.wav
D:\dnr\tr\64897\annots.csv,D:\dnr\tr\64897\mix.wav,D:\dnr\tr\64897\music.wav,D:\dnr\tr\64897\sfx.wav,D:\dnr\tr\64897\speech.wav
D:\dnr\tr\64954\annots.csv,D:\dnr\tr\64954\mix.wav,D:\dnr\tr\64954\music.wav,D:\dnr\tr\64954\sfx.wav,D:\dnr\tr\64954\speech.wav
D:\dnr\tr\6505\annots.csv,D:\dnr\tr\6505\mix.wav,D:\dnr\tr\6505\music.wav,D:\dnr\tr\6505\sfx.wav,D:\dnr\tr\6505\speech.wav
D:\dnr\tr\65128\annots.csv,D:\dnr\tr\65128\mix.wav,D:\dnr\tr\65128\music.wav,D:\dnr\tr\65128\sfx.wav,D:\dnr\tr\65128\speech.wav
D:\dnr\tr\65149\annots.csv,D:\dnr\tr\65149\mix.wav,D:\dnr\tr\65149\music.wav,D:\dnr\tr\65149\sfx.wav,D:\dnr\tr\65149\speech.wav
D:\dnr\tr\65189\annots.csv,D:\dnr\tr\65189\mix.wav,D:\dnr\tr\65189\music.wav,D:\dnr\tr\65189\sfx.wav,D:\dnr\tr\65189\speech.wav
D:\dnr\tr\6520\annots.csv,D:\dnr\tr\6520\mix.wav,D:\dnr\tr\6520\music.wav,D:\dnr\tr\6520\sfx.wav,D:\dnr\tr\6520\speech.wav
D:\dnr\tr\65212\annots.csv,D:\dnr\tr\65212\mix.wav,D:\dnr\tr\65212\music.wav,D:\dnr\tr\65212\sfx.wav,D:\dnr\tr\65212\speech.wav
D:\dnr\tr\65213\annots.csv,D:\dnr\tr\65213\mix.wav,D:\dnr\tr\65213\music.wav,D:\dnr\tr\65213\sfx.wav,D:\dnr\tr\65213\speech.wav
D:\dnr\tr\65214\annots.csv,D:\dnr\tr\65214\mix.wav,D:\dnr\tr\65214\music.wav,D:\dnr\tr\65214\sfx.wav,D:\dnr\tr\65214\speech.wav
D:\dnr\tr\65216\annots.csv,D:\dnr\tr\65216\mix.wav,D:\dnr\tr\65216\music.wav,D:\dnr\tr\65216\sfx.wav,D:\dnr\tr\65216\speech.wav
D:\dnr\tr\65225\annots.csv,D:\dnr\tr\65225\mix.wav,D:\dnr\tr\65225\music.wav,D:\dnr\tr\65225\sfx.wav,D:\dnr\tr\65225\speech.wav
D:\dnr\tr\65237\annots.csv,D:\dnr\tr\65237\mix.wav,D:\dnr\tr\65237\music.wav,D:\dnr\tr\65237\sfx.wav,D:\dnr\tr\65237\speech.wav
D:\dnr\tr\65255\annots.csv,D:\dnr\tr\65255\mix.wav,D:\dnr\tr\65255\music.wav,D:\dnr\tr\65255\sfx.wav,D:\dnr\tr\65255\speech.wav
D:\dnr\tr\65306\annots.csv,D:\dnr\tr\65306\mix.wav,D:\dnr\tr\65306\music.wav,D:\dnr\tr\65306\sfx.wav,D:\dnr\tr\65306\speech.wav
D:\dnr\tr\65315\annots.csv,D:\dnr\tr\65315\mix.wav,D:\dnr\tr\65315\music.wav,D:\dnr\tr\65315\sfx.wav,D:\dnr\tr\65315\speech.wav
D:\dnr\tr\65339\annots.csv,D:\dnr\tr\65339\mix.wav,D:\dnr\tr\65339\music.wav,D:\dnr\tr\65339\sfx.wav,D:\dnr\tr\65339\speech.wav
D:\dnr\tr\65360\annots.csv,D:\dnr\tr\65360\mix.wav,D:\dnr\tr\65360\music.wav,D:\dnr\tr\65360\sfx.wav,D:\dnr\tr\65360\speech.wav
D:\dnr\tr\65392\annots.csv,D:\dnr\tr\65392\mix.wav,D:\dnr\tr\65392\music.wav,D:\dnr\tr\65392\sfx.wav,D:\dnr\tr\65392\speech.wav
D:\dnr\tr\65400\annots.csv,D:\dnr\tr\65400\mix.wav,D:\dnr\tr\65400\music.wav,D:\dnr\tr\65400\sfx.wav,D:\dnr\tr\65400\speech.wav
D:\dnr\tr\65405\annots.csv,D:\dnr\tr\65405\mix.wav,D:\dnr\tr\65405\music.wav,D:\dnr\tr\65405\sfx.wav,D:\dnr\tr\65405\speech.wav
D:\dnr\tr\65466\annots.csv,D:\dnr\tr\65466\mix.wav,D:\dnr\tr\65466\music.wav,D:\dnr\tr\65466\sfx.wav,D:\dnr\tr\65466\speech.wav
D:\dnr\tr\65473\annots.csv,D:\dnr\tr\65473\mix.wav,D:\dnr\tr\65473\music.wav,D:\dnr\tr\65473\sfx.wav,D:\dnr\tr\65473\speech.wav
D:\dnr\tr\65547\annots.csv,D:\dnr\tr\65547\mix.wav,D:\dnr\tr\65547\music.wav,D:\dnr\tr\65547\sfx.wav,D:\dnr\tr\65547\speech.wav
D:\dnr\tr\65557\annots.csv,D:\dnr\tr\65557\mix.wav,D:\dnr\tr\65557\music.wav,D:\dnr\tr\65557\sfx.wav,D:\dnr\tr\65557\speech.wav
D:\dnr\tr\65590\annots.csv,D:\dnr\tr\65590\mix.wav,D:\dnr\tr\65590\music.wav,D:\dnr\tr\65590\sfx.wav,D:\dnr\tr\65590\speech.wav
D:\dnr\tr\65601\annots.csv,D:\dnr\tr\65601\mix.wav,D:\dnr\tr\65601\music.wav,D:\dnr\tr\65601\sfx.wav,D:\dnr\tr\65601\speech.wav
D:\dnr\tr\65604\annots.csv,D:\dnr\tr\65604\mix.wav,D:\dnr\tr\65604\music.wav,D:\dnr\tr\65604\sfx.wav,D:\dnr\tr\65604\speech.wav
D:\dnr\tr\65615\annots.csv,D:\dnr\tr\65615\mix.wav,D:\dnr\tr\65615\music.wav,D:\dnr\tr\65615\sfx.wav,D:\dnr\tr\65615\speech.wav
D:\dnr\tr\65639\annots.csv,D:\dnr\tr\65639\mix.wav,D:\dnr\tr\65639\music.wav,D:\dnr\tr\65639\sfx.wav,D:\dnr\tr\65639\speech.wav
D:\dnr\tr\65676\annots.csv,D:\dnr\tr\65676\mix.wav,D:\dnr\tr\65676\music.wav,D:\dnr\tr\65676\sfx.wav,D:\dnr\tr\65676\speech.wav
D:\dnr\tr\65687\annots.csv,D:\dnr\tr\65687\mix.wav,D:\dnr\tr\65687\music.wav,D:\dnr\tr\65687\sfx.wav,D:\dnr\tr\65687\speech.wav
D:\dnr\tr\65756\annots.csv,D:\dnr\tr\65756\mix.wav,D:\dnr\tr\65756\music.wav,D:\dnr\tr\65756\sfx.wav,D:\dnr\tr\65756\speech.wav
D:\dnr\tr\65797\annots.csv,D:\dnr\tr\65797\mix.wav,D:\dnr\tr\65797\music.wav,D:\dnr\tr\65797\sfx.wav,D:\dnr\tr\65797\speech.wav
D:\dnr\tr\65831\annots.csv,D:\dnr\tr\65831\mix.wav,D:\dnr\tr\65831\music.wav,D:\dnr\tr\65831\sfx.wav,D:\dnr\tr\65831\speech.wav
D:\dnr\tr\65872\annots.csv,D:\dnr\tr\65872\mix.wav,D:\dnr\tr\65872\music.wav,D:\dnr\tr\65872\sfx.wav,D:\dnr\tr\65872\speech.wav
D:\dnr\tr\65874\annots.csv,D:\dnr\tr\65874\mix.wav,D:\dnr\tr\65874\music.wav,D:\dnr\tr\65874\sfx.wav,D:\dnr\tr\65874\speech.wav
D:\dnr\tr\65898\annots.csv,D:\dnr\tr\65898\mix.wav,D:\dnr\tr\65898\music.wav,D:\dnr\tr\65898\sfx.wav,D:\dnr\tr\65898\speech.wav
D:\dnr\tr\65899\annots.csv,D:\dnr\tr\65899\mix.wav,D:\dnr\tr\65899\music.wav,D:\dnr\tr\65899\sfx.wav,D:\dnr\tr\65899\speech.wav
D:\dnr\tr\66076\annots.csv,D:\dnr\tr\66076\mix.wav,D:\dnr\tr\66076\music.wav,D:\dnr\tr\66076\sfx.wav,D:\dnr\tr\66076\speech.wav
D:\dnr\tr\66077\annots.csv,D:\dnr\tr\66077\mix.wav,D:\dnr\tr\66077\music.wav,D:\dnr\tr\66077\sfx.wav,D:\dnr\tr\66077\speech.wav
D:\dnr\tr\661\annots.csv,D:\dnr\tr\661\mix.wav,D:\dnr\tr\661\music.wav,D:\dnr\tr\661\sfx.wav,D:\dnr\tr\661\speech.wav
D:\dnr\tr\66136\annots.csv,D:\dnr\tr\66136\mix.wav,D:\dnr\tr\66136\music.wav,D:\dnr\tr\66136\sfx.wav,D:\dnr\tr\66136\speech.wav
D:\dnr\tr\66157\annots.csv,D:\dnr\tr\66157\mix.wav,D:\dnr\tr\66157\music.wav,D:\dnr\tr\66157\sfx.wav,D:\dnr\tr\66157\speech.wav
D:\dnr\tr\66200\annots.csv,D:\dnr\tr\66200\mix.wav,D:\dnr\tr\66200\music.wav,D:\dnr\tr\66200\sfx.wav,D:\dnr\tr\66200\speech.wav
D:\dnr\tr\66245\annots.csv,D:\dnr\tr\66245\mix.wav,D:\dnr\tr\66245\music.wav,D:\dnr\tr\66245\sfx.wav,D:\dnr\tr\66245\speech.wav
D:\dnr\tr\66274\annots.csv,D:\dnr\tr\66274\mix.wav,D:\dnr\tr\66274\music.wav,D:\dnr\tr\66274\sfx.wav,D:\dnr\tr\66274\speech.wav
D:\dnr\tr\66305\annots.csv,D:\dnr\tr\66305\mix.wav,D:\dnr\tr\66305\music.wav,D:\dnr\tr\66305\sfx.wav,D:\dnr\tr\66305\speech.wav
D:\dnr\tr\66376\annots.csv,D:\dnr\tr\66376\mix.wav,D:\dnr\tr\66376\music.wav,D:\dnr\tr\66376\sfx.wav,D:\dnr\tr\66376\speech.wav
D:\dnr\tr\66394\annots.csv,D:\dnr\tr\66394\mix.wav,D:\dnr\tr\66394\music.wav,D:\dnr\tr\66394\sfx.wav,D:\dnr\tr\66394\speech.wav
D:\dnr\tr\66414\annots.csv,D:\dnr\tr\66414\mix.wav,D:\dnr\tr\66414\music.wav,D:\dnr\tr\66414\sfx.wav,D:\dnr\tr\66414\speech.wav
D:\dnr\tr\66489\annots.csv,D:\dnr\tr\66489\mix.wav,D:\dnr\tr\66489\music.wav,D:\dnr\tr\66489\sfx.wav,D:\dnr\tr\66489\speech.wav
D:\dnr\tr\66510\annots.csv,D:\dnr\tr\66510\mix.wav,D:\dnr\tr\66510\music.wav,D:\dnr\tr\66510\sfx.wav,D:\dnr\tr\66510\speech.wav
D:\dnr\tr\66515\annots.csv,D:\dnr\tr\66515\mix.wav,D:\dnr\tr\66515\music.wav,D:\dnr\tr\66515\sfx.wav,D:\dnr\tr\66515\speech.wav
D:\dnr\tr\66517\annots.csv,D:\dnr\tr\66517\mix.wav,D:\dnr\tr\66517\music.wav,D:\dnr\tr\66517\sfx.wav,D:\dnr\tr\66517\speech.wav
D:\dnr\tr\66531\annots.csv,D:\dnr\tr\66531\mix.wav,D:\dnr\tr\66531\music.wav,D:\dnr\tr\66531\sfx.wav,D:\dnr\tr\66531\speech.wav
D:\dnr\tr\66544\annots.csv,D:\dnr\tr\66544\mix.wav,D:\dnr\tr\66544\music.wav,D:\dnr\tr\66544\sfx.wav,D:\dnr\tr\66544\speech.wav
D:\dnr\tr\66550\annots.csv,D:\dnr\tr\66550\mix.wav,D:\dnr\tr\66550\music.wav,D:\dnr\tr\66550\sfx.wav,D:\dnr\tr\66550\speech.wav
D:\dnr\tr\66561\annots.csv,D:\dnr\tr\66561\mix.wav,D:\dnr\tr\66561\music.wav,D:\dnr\tr\66561\sfx.wav,D:\dnr\tr\66561\speech.wav
D:\dnr\tr\66570\annots.csv,D:\dnr\tr\66570\mix.wav,D:\dnr\tr\66570\music.wav,D:\dnr\tr\66570\sfx.wav,D:\dnr\tr\66570\speech.wav
D:\dnr\tr\6663\annots.csv,D:\dnr\tr\6663\mix.wav,D:\dnr\tr\6663\music.wav,D:\dnr\tr\6663\sfx.wav,D:\dnr\tr\6663\speech.wav
